Name,eo3__Type__c,eo3__Value__c,External_Identifier__c,Application__c,Central_Air_in_Home__c,Cooling_Type__c,Equipment_Category__c,Existing_Insulation__c,Facility_Type__c,Home_Type__c,Pipe_Diameter__c,Replacement__c,State__c,Year__c,Zone__c,CreatedDate,eo3__Valid_From__c,eo3__Valid_To__c,eo3__Search_Pairs__c,eo3__Measure_Type__c,,County_list
B03_2 - Cooling,Cooling Hours,446,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Low Rise (<25k SF 1-2 Story),,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Itasca MN1
B03_2 - Cooling,Cooling Hours,257,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Low Rise (<25k SF 1-2 Story),,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Jackson MN3
B03_2 - Cooling,Cooling Hours,359,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Low Rise (<25k SF 1-2 Story),,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Kanabec MN2
B03_2 - Cooling,Cooling Hours,373,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Mid Rise (25k-250k SF 3-8 Story),,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Kandiyohi MN3
B03_2 - Cooling,Cooling Hours,529,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Mid Rise (25k-250k SF 3-8 Story),,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Kittson MN1
B03_2 - Cooling,Cooling Hours,651,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Office-Mid Rise (25k-250k SF 3-8 Story),,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Koochiching MN1
B03_2 - Cooling,Cooling Hours,"5,840",P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Process Cooling,,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Lac Qui Parle MN3
B03_2 - Cooling,Cooling Hours,"5,840",P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Process Cooling,,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Lake MN1
B03_2 - Cooling,Cooling Hours,"5,840",P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Process Cooling,,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Lake of the Woods MN1
B03_2 - Cooling,Cooling Hours,347,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Restaurant,,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Le Sueur MN3
B03_2 - Cooling,Cooling Hours,652,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Restaurant,,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Lincoln MN3
B03_2 - Cooling,Cooling Hours,535,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Restaurant,,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Lyon MN3
B03_2 - Cooling,Cooling Hours,462,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Large Department Store,,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Mahnomen MN1
B03_2 - Cooling,Cooling Hours,686,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Large Department Store,,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Marshall MN1
B03_2 - Cooling,Cooling Hours,588,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Large Department Store,,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Martin MN3
B03_2 - Cooling,Cooling Hours,441,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Strip Mall,,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,McLeod MN3
B03_2 - Cooling,Cooling Hours,307,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Strip Mall,,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Meeker MN3
B03_2 - Cooling,Cooling Hours,574,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Retail - Strip Mall,,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Mille Lacs MN2
B03_2 - Cooling,Cooling Hours,343,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Warehouse,,,,MN,,MN2,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Minnesota
B03_2 - Cooling,Cooling Hours,164,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Warehouse,,,,MN,,MN1,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Morrison MN2
B03_2 - Cooling,Cooling Hours,409,P_Cooling_Hrs_mc4__c,,FALSE,,,FALSE,Warehouse,,,,MN,,MN3,2017-02-04T16:13:38.000+0000,2017-01-01,2029-12-31,"F_Equip_Building_Type__c=Facility_Type__c,F_County_to_Zone_MC4__c=zone__c","Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cool EER-SEER,MN ERV v2,Cooling PTAC mc4,Cooling VFD Retrofit v3,Cooling FLV IPLV mc4,Cooling MSHP,Cooling MSAC,Cooling WSHP,Cooling FLV IPLV CO mc4,Cooling VFD Retrofit v4,Cool EER-SEER - MS,Cool SEER - MN",,Mower MN3
B03_1 - Cooling,Kadj_C1,1,P_Coeff_A_mc4__c,,FALSE,,,FALSE,,,,,MN,,,2017-02-04T16:13:40.000+0000,2017-01-01,2029-12-31,State__c=State__c,"Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cooling Centrifugal v3-NMx,Cooling Centrifugal v4",,Murray MN3
B03_1 - Cooling,Kadj_C2,0,P_Coeff_B_mc4__c,,FALSE,,,FALSE,,,,,MN,,,2017-02-04T16:13:40.000+0000,2017-01-01,2029-12-31,State__c=State__c,"Cooling Centrifugal v4,Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cooling Centrifugal v3-NMx",,Nicollet MN3
B03_1 - Cooling,Kadj_C3,0,P_Coeff_C_mc4__c,,FALSE,,,FALSE,,,,,MN,,,2017-02-04T16:13:40.000+0000,2017-01-01,2029-12-31,State__c=State__c,"Cooling Centrifugal v4,Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cooling Centrifugal v3-NMx",,No Distribution Voltage Class
B03_1 - Cooling,Kadj_C4,0,P_Coeff_D_mc4__c,,FALSE,,,FALSE,,,,,MN,,,2017-02-04T16:13:40.000+0000,2017-01-01,2029-12-31,State__c=State__c,"Cooling Centrifugal v4,Cooling Centrifugal v3,Cooling Centrifugal v3-MN,Cooling Centrifugal v3-NMx",,Nobles MN3
R07 - Res AC-HP,Loss No QI,20,,,FALSE,,AC,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Norman MN1
R07 - Res AC-HP,Loss No QI,20,,,FALSE,,ASHP,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Olmsted MN3
R07 - Res AC-HP,Loss No QI,9,,,FALSE,,GSHP,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Otter Tail MN2
R07 - Res AC-HP,Loss No QI,20,,,FALSE,,GSHP,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Pennington MN1
R07 - Res AC-HP,Loss No QI,9,,,FALSE,,ASHP,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Pine MN2
R07 - Res AC-HP,Loss No QI,9,,,FALSE,,AC,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Pipestone MN3
R07 - Res AC-HP,SEER Baseline,13,,,FALSE,,AC,FALSE,,Existing,,Yes,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Polk MN1
R07 - Res AC-HP,SEER Baseline,14,,,FALSE,,ASHP,FALSE,,Existing,,Yes,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Pope MN3
R07 - Res AC-HP,SEER Baseline,13,,,FALSE,,GSHP,FALSE,,,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Ramsey MN3
R07 - Res AC-HP,SEER Baseline,13,,,FALSE,,AC,FALSE,,New,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Red Lake MN1
R07 - Res AC-HP,SEER Baseline,13,,,FALSE,,AC,FALSE,,Existing,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Redwood MN3
R07 - Res AC-HP,SEER Baseline,14,,,FALSE,,ASHP,FALSE,,New,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Renville MN3
R07 - Res AC-HP,SEER Baseline,14,,,FALSE,,ASHP,FALSE,,Existing,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Rice MN3
R07 - Res AC-HP,SEER Baseline,14,,,FALSE,,MSHP,FALSE,,,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Rock MN3
R07 - Res AC-HP,EER Baseline,12,,,FALSE,,ASHP,FALSE,,Existing,,Yes,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Roseau MN1
R07 - Res AC-HP,EER Baseline,11,,,FALSE,,AC,FALSE,,Existing,,Yes,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Scott MN3
R07 - Res AC-HP,EER Baseline,11,,,FALSE,,AC,FALSE,,New,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Sherburne MN2
R07 - Res AC-HP,EER Baseline,12,,,FALSE,,ASHP,FALSE,,New,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Sibley MN3
R07 - Res AC-HP,EER Baseline,11,,,FALSE,,GSHP,FALSE,,,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,St. Louis MN1
R07 - Res AC-HP,EER Baseline,8,,,FALSE,,MSHP,FALSE,,,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Stearns MN3
R07 - Res AC-HP,EER Baseline,12,,,FALSE,,ASHP,FALSE,,Existing,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Steele MN3
R07 - Res AC-HP,EER Baseline,11,,,FALSE,,AC,FALSE,,Existing,,No,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Stevens MN2
R07 - Res AC-HP,MSHP EFLHH,"1,014",,,FALSE,,,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Swift MN3
B03_2 - Cooling,MSHP EFLHH,849,,Cooling MSHP,FALSE,,,FALSE,,,,,MN,,MN3,2017-02-26T16:59:50.000+0000,2017-01-01,2029-12-31,,,,Todd MN2
B03_2 - Cooling,MSHP EFLHH,849,,Cooling MSHP,FALSE,,,FALSE,,,,,MN,,MN2,2017-02-26T16:59:50.000+0000,2017-01-01,2029-12-31,,,,Traverse MN3
B03_2 - Cooling,MSHP EFLHH,849,,Cooling MSHP,FALSE,,,FALSE,,,,,MN,,MN1,2017-02-26T16:59:50.000+0000,2017-01-01,2029-12-31,,,,Wabasha MN3
R07 - Res AC-HP,MSHP EFLHC,536,,,FALSE,,,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Wadena MN1
R07 - Res AC-HP,MSHP EFLHC,536,,,FALSE,,,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Waseca MN3
R07 - Res AC-HP,Loss QI MSHP,0,,,FALSE,,,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Washington MN3
R07 - Res AC-HP,Loss QI MSHP,0,,,FALSE,,,FALSE,,Existing,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Watonwan MN3
R07 - Res AC-HP,MSHP EFLHH,1014,,,FALSE,,,FALSE,,New,,,MN,,,2017-02-11T15:03:51.000+0000,2017-01-01,2029-12-31,,,,Wilkin MN2
County/Zone,County__c,Chippewa MN3,,,,,,,,,,,MN,,,,,,,,,Winona MN3
County/Zone,County__c,Chisago MN3,,,,,,,,,,,MN,,,,,,,,,Wright MN3
County/Zone,County__c,Clay MN2,,,,,,,,,,,MN,,,,,,,,,Yellow Medicine MN3
County/Zone,County__c,Clearwater MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Cook MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Cottonwood MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Crow Wing MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Dakota MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Dodge MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Douglas MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Faribault MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Fillmore MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Freeborn MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Goodhue MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Grant MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Hennepin MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Houston MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Hubbard MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Isanti MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Itasca MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Jackson MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Kanabec MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Kandiyohi MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Kittson MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Koochiching MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Lac Qui Parle MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Lake MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Lake of the Woods MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Le Sueur MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Lincoln MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Lyon MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Mahnomen MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Marshall MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Martin MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,McLeod MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Meeker MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Mille Lacs MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Morrison MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Mower MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Murray MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Nicollet MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Nobles MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Norman MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Olmsted MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Otter Tail MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Pennington MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Pine MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Pipestone MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Polk MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Pope MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Ramsey MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Red Lake MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Redwood MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Renville MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Rice MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Rock MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Roseau MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Scott MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Sherburne MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Sibley MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,St. Louis MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Stearns MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Steele MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Stevens MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Swift MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Todd MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Traverse MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Wabasha MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Wadena MN1,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Waseca MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Washington MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Watonwan MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Wilkin MN2,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Winona MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Wright MN3,,,,,,,,,,,MN,,,,,,,,,
County/Zone,County__c,Yellow Medicine MN3,,,,,,,,,,,MN,,,,,,,,,
Annual Contract Hours,I_Contract_Hrs__c,80,,,,,,,,,,,MN,,,,,,,,,
Annual Contract Hours,I_Contract_Hrs__c,150,,,,,,,,,,,MN,,,,,,,,,
