F_Measure_Type_Name__c,F_Equipment_Name_Proposed__c,I_EER_MC04__c,P_Cooling_Hrs_mc4__c,i_Qty_Prop_Equip_mc__c,i_SEER_MC04__c,i_unit_cooling_BTUH__c,i_unit_cooling_tons_mc__c,County__c,Customer_Therms__c,Customer_kW__c,Customer_kWh__c,Electric_Rebate__c,F_COOL_SEER_Cost__c,F_COOL_SEER_MN_PCkW__c,F_COOL_SEER_MN_Rebate__c,F_COOL_SEER_MN_kW__c,F_Centrifugal_Chiller_PCkW__c,F_Centrifugal_Chiller_Rebate__c,F_Centrifugal_Chiller_kW__c,F_Centrifugal_Chiller_kWh__c,F_Cool_Cost_mc4__c,F_Cool_EER_SEER_MC_PCKW__c,F_Cool_EER_SEER_MC_Rebate__c,F_Cool_EER_SEER_MC_kW__c,F_Cool_EER_SEER_MC_kWh__c,F_Cool_FLV_IPLV_mc4_Rebate__c,F_County_Zone__c,F_County_to_Zone_MC4__c,F_Equip_Building_Type__c,F_MSHP_EER_Eff__c,F_MSHP_EER_Std__c,F_MSHP_Total_kWh__c,F_MSHP_Total_v3_kWh__c,F_Measure_Name__c,F_Mini_Split_Cool_PCkW__c,F_Mini_Split_Cooling_kW__c,F_Net_Gen_kW__c,F_Net_Gen_kWh__c,F_Net_Therms__c,F_Products_Name__c,F_Program_Name__c,F_VFD_Chiller_mc4_PCkW__c,F_VFD_Chiller_mc4_Rebate__c,F_VFD_Chiller_mc4_kW__c,F_VFD_Chiller_mc4_kWh__c,F_kAdj_Value__c,F_k_Adj_2012__c,F_k_Adj_2015__c,Gas_Rebate__c,I_AHRI__c,I_EER__c,I_Invoice_Cost__c,I_Mark_Seg__c,I_Qty_Prop_Equip__c,I_SEER_IEER__c,I_Unit_Tons__c,Increm_Electric_Capital_Cost__c,Increm_Gas_Capital_Cost__c,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,Line_Item_Number__c,Measure_Name__c,Online_Application_Measure__c,PC_kW_Customer__c,Uncapped_Electric_Rebate__c,Uncapped_Gas_Rebate__c,Units_Electric__c,Units_Gas__c,county__c,eo3__Completion_Date__c,eo3__Eligible_Equipment_Type_1__c,AF_Date__c,Name,i_Facility_Type__c
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14,,2.92,,,0.227,111,172.28,671.6,0.203852618,172.28,0.226502909,,,,,671.6,,172.28,,110.5107692,146,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.21935,118.84,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,146,0,0,,0,0,,FALSE,,,,1,,,671.6,,005U0000000Krt0IAC,1.57435E+12,,,2,DX Units < 5.42 Tons,,0.204,172.28,0,1,0,Hennepin MN3,2019-11-14,Cool EER-SEER,2020-01-07,OID3988886-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14,,3.92,,,0.304,148,231.28,901.6,0.273665158,231.28,0.304072398,,,,,901.6,,231.28,,148.3569231,196,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.29462,158.46,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,005U0000000Krt0IAC,1.57435E+12,,,3,DX Units < 5.42 Tons,,0.274,231.28,0,1,0,Hennepin MN3,2019-11-14,Cool EER-SEER,2020-01-07,OID3988886-0003,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,785,2,15.6,,4.04,,,1.462,976,864.56,1858.4,1.316199095,864.56,1.462443439,,,,,1858.4,,864.56,,975.8153846,404,MN1,MN3,Education - Community College/University,,,,,DX Units < 5.42 Tons,,,1.41505,1044.97,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,404,0,0,,0,0,,FALSE,,,,2,,,1858.4,,0054O000006t7YjQAI,1.57376E+12,,,1,DX Units < 5.42 Tons,,1.316,864.56,0,2,0,Wright MN3,2019-01-21,Cool EER-SEER,2020-01-07,OID3908364-0001,Education - Community College/University
Cool SEER - MN,MN - RTUS < 5.42 tons,,785,1,15.2,,4.79,,,0.753,502,455.05,1101.7,0.677604191,455.05,0.752893546,,,,,1101.7,,455.05,,502.3682186,239.5,MN1,MN3,Education - Community College/University,,,,,DX Units < 5.42 Tons,,,0.72903,537.47,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,0054O000006t7YjQAI,1.57376E+12,,,2,DX Units < 5.42 Tons,,0.678,455.05,0,1,0,Wright MN3,2019-01-21,Cool EER-SEER,2020-01-07,OID3908364-0002,Education - Community College/University
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,574,1,13,,7.42,,,0.675,632,756.84,2819.6,0.607090909,549.08,0.674545455,,,,,2819.6,0.607090909,756.84,0.674545455,631.8415385,371,MN1,MN3,Retail - Strip Mall,12,,,,DX Units >= 5.42 Tons,,,0.65269,676.66,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,0050B0000073UdSQAU,1.57446E+12,,,1,DX Units >= 5.42 Tons,,0.607,756.84,0,1,0,Washington MN3,2019-06-25,,2020-01-07,OID4016560-0001,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,589,1,13,,7.42,,,0.675,648,756.84,2819.6,0.607090909,549.08,0.674545455,,,,,2819.6,0.607090909,756.84,0.674545455,648.3530769,371,MN1,MN3,Manufacturing,12,,,,DX Units >= 5.42 Tons,,,0.65269,693.79,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.5737E+12,,,1,DX Units >= 5.42 Tons,,0.607,756.84,0,1,0,Hennepin MN3,2019-01-11,,2020-01-31,OID4016648-0001,Manufacturing
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.5,574,4,13,,7.5,,,3.927,2555,3660,11400,3.534545455,2220,3.927272727,,,,,11400,3.534545455,3660,3.927272727,2554.615385,1500,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units >= 5.42 Tons,,,3.80108,2735.55,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1500,0,0,,0,0,,FALSE,,,,4,,,11400,,0050B0000073UdSQAU,1.58214E+12,,,1,DX Units >= 5.42 Tons,,3.535,3660,0,4,0,Washington MN3,2019-12-27,,2020-02-19,OID4016607-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,1,16,,5,,,0.43,497,595,1150,0.386877828,595,0.429864253,,,,,1150,0.386877828,595,0.429864253,496.7307692,250,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,0.41613,532.12,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,0050B0000073UdSQAU,1.57446E+12,,,2,DX Units < 5.42 Tons,,0.387,595,0,1,0,Washington MN3,2019-06-25,Cool EER-SEER,2020-01-07,OID4016560-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.85,652,1,15,,5,,,0.761,401,445,1150,0.684543198,445,0.760603553,,,,,1150,0.684543198,445,0.760603553,401.2307692,250,MN1,MN3,Restaurant,12.85,,,,DX Units < 5.42 Tons,,,0.73656,429.34,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000Krt0IAC,1.57419E+12,,,1,DX Units < 5.42 Tons,,0.685,445,0,1,0,Ramsey MN3,2019-09-05,Cool EER-SEER,2020-01-07,OID4016563-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,,409,1,14,,4.88,,,0.379,132,287.92,1122.4,0.340685197,287.92,0.378539108,,,,,1122.4,,287.92,,131.5991209,244,MN1,MN3,Warehouse,,,,,DX Units < 5.42 Tons,,,0.36667,141.33,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,244,0,0,,0,0,,FALSE,,,,1,,,1122.4,,0050B0000073UdSQAU,1.57565E+12,,,1,DX Units < 5.42 Tons,,0.341,287.92,0,1,0,Anoka MN3,2019-06-16,Cool EER-SEER,2020-01-07,OID4016195-0001,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,2,17,,3,,,0.756,748,894,1380,0.680253394,894,0.755837104,,,,,1380,0.680253394,894,0.755837104,748.0180995,300,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.73118,800.86,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,300,0,0,,0,0,,FALSE,,,,2,,,1380,,0050B0000073UdSQAU,1.58214E+12,,,2,DX Units < 5.42 Tons,,0.68,894,0,2,0,Washington MN3,2019-12-27,Cool EER-SEER,2020-02-19,OID4016607-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.8,574,1,17,,4.08,,,0.606,509,607.92,938.4,0.545192308,607.92,0.605769231,,,,,938.4,0.545192308,607.92,0.605769231,508.6523077,204,MN1,MN3,Retail - Strip Mall,12.8,,,,DX Units < 5.42 Tons,,,0.58602,544.97,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,204,0,0,,0,0,,FALSE,,,,1,,,938.4,,0050B0000073UdSQAU,1.58214E+12,,,3,DX Units < 5.42 Tons,,0.545,607.92,0,1,0,Washington MN3,2019-12-27,Cool EER-SEER,2020-02-19,OID4016607-0003,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,13,754,1,16,,2.8,,,0.456,365,333.2,644,0.410497738,333.2,0.456108597,,,,,644,0.410497738,333.2,0.456108597,365.4,140,MN1,MN3,Lodging,13,,,,DX Units < 5.42 Tons,,,0.44086,390.79,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,140,0,0,,0,0,,FALSE,,,,1,,,644,,0050B0000073UdSQAU,1.5829E+12,,,1,DX Units < 5.42 Tons,,0.41,333.2,0,1,0,Ramsey MN3,2019-06-28,Cool EER-SEER,2020-02-28,OID4016628-0001,Lodging
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.4,446,2,14.7,,9.42,,,2.32,2144,3183.96,7159.2,2.088422287,2355,2.320469208,,,,,7159.2,2.088422287,3183.96,2.320469208,2143.530612,942,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.4,,,,DX Units >= 5.42 Tons,,,2.24516,2295.5,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,942,0,0,,0,0,,FALSE,,,,2,,,7159.2,,0050B0000073UdSQAU,1.57477E+12,,,1,DX Units >= 5.42 Tons,,2.088,3183.96,0,2,0,Stearns MN3,2019-05-13,,2020-01-07,OID4016784-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,14.3,,9.25,,,0.841,958,1304.25,3515,0.756818182,1045.25,0.840909091,,,,,3515,0.756818182,1304.25,0.840909091,958.2205295,462.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.81398,1025.7,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,462.5,0,0,,0,0,,FALSE,,,,1,,,3515,,005U0000000HtWKIA0,1.5788E+12,,,2,DX Units >= 5.42 Tons,,0.757,1304.25,0,1,0,Hennepin MN3,2019-09-18,,2020-02-07,OID4016442-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,446,1,16,,3.92,,,0.337,303,466.48,901.6,0.303312217,466.48,0.337013575,,,,,901.6,0.303312217,466.48,0.337013575,302.5938462,196,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units < 5.42 Tons,,,0.32581,324.41,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,0054O000007y81GQAQ,1.57417E+12,,,1,DX Units < 5.42 Tons,,0.303,466.48,0,1,0,Stearns MN3,2019-03-30,Cool EER-SEER,2020-01-07,OID4016177-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,1,14,,2.95,,,0.254,112,174.05,678.5,0.228257919,174.05,0.25361991,,,,,678.5,0.228257919,174.05,0.25361991,111.6461538,147.5,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,0.24516,119.91,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,147.5,0,0,,0,0,,FALSE,,,,1,,,678.5,,005U0000000IUR7IAO,1.61048E+12,,,1,DX Units < 5.42 Tons,,0.228,174.05,0,1,0,Hennepin MN3,2019-10-31,Cool EER-SEER,2021-06-25,OID4048864-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12,446,1,16,,5,,,0.43,386,595,1150,0.386877828,595,0.429864253,,,,,1150,0.386877828,595,0.429864253,385.9615385,250,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units < 5.42 Tons,,,0.41613,413.28,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.5788E+12,,,1,DX Units < 5.42 Tons,,0.387,595,0,1,0,Hennepin MN3,2019-09-18,Cool EER-SEER,2020-02-07,OID4016442-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,11.5,652,2,12.7,,9.58,,,0.909,1581,1398.68,7280.8,0.817897233,1245.4,0.908774704,,,,,7280.8,0.817897233,1398.68,0.908774704,1580.861642,958,MN1,MN3,Restaurant,11.5,,,,DX Units >= 5.42 Tons,,,0.87957,1692.72,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,958,0,0,,0,0,,FALSE,,,,2,,,7280.8,,0050B0000073UdSQAU,1.57444E+12,,,1,DX Units >= 5.42 Tons,,0.818,1398.68,0,2,0,Winona MN3,2019-07-25,,2020-01-07,OID4010110-0001,Restaurant
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,574,2,13,,8.08,,,1.469,1376,1648.32,6140.8,1.322181818,1195.84,1.469090909,,,,,6140.8,1.322181818,1648.32,1.469090909,1376.086154,808,MN1,MN3,Retail - Strip Mall,12,,,,DX Units >= 5.42 Tons,,,1.42151,1473.23,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,808,0,0,,0,0,,FALSE,,,,2,,,6140.8,,0054O000008tzBdQAI,1.5735E+12,,,1,DX Units >= 5.42 Tons,,1.322,1648.32,0,2,0,Ramsey MN3,2019-10-02,,2020-01-07,OID4002940-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,446,1,15,,2.95,,,0.372,162,262.55,678.5,0.334457919,262.55,0.37161991,,,,,678.5,0.334457919,262.55,0.37161991,161.9323077,147.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units < 5.42 Tons,,,0.35914,173.45,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,147.5,0,0,,0,0,,FALSE,,,,1,,,678.5,,005U0000000HtWKIA0,1.57336E+12,,,1,DX Units < 5.42 Tons,,0.334,262.55,0,1,0,Stearns MN3,2019-04-16,Cool EER-SEER,2020-01-07,OID4002584-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,446,1,16,,2.93,,,0.252,226,348.67,673.9,0.226710407,348.67,0.251900452,,,,,673.9,0.226710407,348.67,0.251900452,226.1734615,146.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units < 5.42 Tons,,,0.24409,241.97,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,146.5,0,0,,0,0,,FALSE,,,,1,,,673.9,,005U0000000HtWKIA0,1.57336E+12,,,2,DX Units < 5.42 Tons,,0.227,348.67,0,1,0,Stearns MN3,2019-04-16,Cool EER-SEER,2020-01-07,OID4002584-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,1,16,,5,,,0.43,497,595,1150,0.386877828,595,0.429864253,,,,,1150,0.386877828,595,0.429864253,496.7307692,250,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,0.41613,532.12,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,0054O000008tzBdQAI,1.5735E+12,,,2,DX Units < 5.42 Tons,,0.387,595,0,1,0,Ramsey MN3,2019-10-02,Cool EER-SEER,2020-01-07,OID4002940-0002,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,11.4,446,2,13,,19.33,,,2.261,2894,3440.74,9278.4,2.034736842,2976.82,2.260818713,,,,,9278.4,2.034736842,3440.74,2.260818713,2893.822657,1933,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.4,,,,DX Units >= 5.42 Tons,,,2.18817,3098.5,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1933,0,0,,0,0,,FALSE,,,,2,,,9278.4,,005U0000000HtWKIA0,1.57327E+12,,,1,DX Units >= 5.42 Tons,,2.035,3440.74,0,2,0,Hennepin MN3,2019-06-03,,2019-11-15,OID4001621-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 20 - 63.33 tons,11,359,1,14,,20.71,,,2.766,2639,2360.94,3914.19,2.489810761,2278.1,2.766456401,,,,,3914.19,2.489810761,2360.94,2.766456401,2639.225022,1035.5,MN1,MN2,Office-Low Rise (<25k SF 1-2 Story),11,,,,DX Units >= 5.42 Tons,,,2.67742,2825.48,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1035.5,0,0,,0,0,,FALSE,,,,1,,,3914.19,,005U0000000KcpaIAC,1.57539E+12,,,1,DX Units >= 5.42 Tons,,2.49,2360.94,0,1,0,Sherburne MN2,2019-09-30,,2020-01-07,OID4001576-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,13,589,1,20.3,,9.67,,,1.623,2736,3490.87,3674.6,1.460643357,2833.31,1.622937063,,,,,3674.6,1.460643357,3490.87,1.622937063,2735.585837,483.5,MN1,MN3,Manufacturing,13,,,,DX Units >= 5.42 Tons,,,1.57097,2929.34,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,483.5,0,0,,0,0,,FALSE,,,,1,,,3674.6,,0050B0000073UdSQAU,1.57443E+12,,,1,DX Units >= 5.42 Tons,,1.461,3490.87,0,1,0,Hennepin MN3,2019-10-24,,2020-01-07,OID4000707-0001,Manufacturing
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,14,,6,,,0.545,573,792,2280,0.490909091,624,0.545454545,,,,,2280,0.490909091,792,0.545454545,573.4285714,300,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.52796,613.49,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,300,0,0,,0,0,,FALSE,,,,1,,,2280,,005U0000000HtWKIA0,1.57327E+12,,,2,DX Units >= 5.42 Tons,,0.491,792,0,1,0,Hennepin MN3,2019-06-03,,2019-11-15,OID4001621-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,446,1,16,,5,,,0.43,386,595,1150,0.386877828,595,0.429864253,,,,,1150,0.386877828,595,0.429864253,385.9615385,250,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units < 5.42 Tons,,,0.41613,413.28,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.57327E+12,,,3,DX Units < 5.42 Tons,,0.387,595,0,1,0,Hennepin MN3,2019-06-03,Cool EER-SEER,2019-11-15,OID4001621-0003,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,446,3,16,,2.93,,,0.756,679,1046.01,2021.7,0.680131222,1046.01,0.755701357,,,,,2021.7,0.680131222,1046.01,0.755701357,678.5203846,439.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units < 5.42 Tons,,,0.73118,726.98,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,439.5,0,0,,0,0,,FALSE,,,,3,,,2021.7,,005U0000000HtWKIA0,1.57327E+12,,,4,DX Units < 5.42 Tons,,0.68,1046.01,0,3,0,Hennepin MN3,2019-06-03,Cool EER-SEER,2019-11-15,OID4001621-0004,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14,,4.88,,,0.379,185,287.92,1122.4,0.340685197,287.92,0.378539108,,,,,1122.4,,287.92,,184.6892308,244,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.36667,198.07,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,244,0,0,,0,0,,FALSE,,,,1,,,1122.4,,0054O000007y81GQAQ,1.57358E+12,,,1,DX Units < 5.42 Tons,,0.341,287.92,0,1,0,Hennepin MN3,2019-08-15,Cool EER-SEER,2020-01-07,OID4001689-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12,652,2,16,,5,Chippewa MN3,,0.86,1128,1190,2300,0.773755656,1190,0.859728507,,,,,2300,0.773755656,1190,0.859728507,1128.461538,500,MN3,MN3,Restaurant,12,,,,DX Units < 5.42 Tons,,,0.83226,1207.71,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,500,0,0,,0,0,,FALSE,,,,2,,,2300,,005U0000000HtWKIA0,1.57318E+12,,,1,DX Units < 5.42 Tons,a5Q4O0000016tEZUAY,0.774,1190,0,2,0,Chippewa MN3,2019-10-29,Cool EER-SEER,2019-11-15,OID3999493-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,11.6,686,1,14,,3.92,,,0.202,177,231.28,901.6,0.181657045,231.28,0.201841161,,,,,901.6,0.181657045,231.28,0.201841161,177.3046154,196,MN1,MN3,Retail - Large Department Store,11.6,,,,DX Units < 5.42 Tons,,,0.1957,189.51,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,0050B0000073UdSQAU,1.57443E+12,,,1,DX Units < 5.42 Tons,,0.182,231.28,0,1,0,Hennepin MN3,2019-10-24,Cool EER-SEER,2020-01-07,OID4000235-0001,Retail - Large Department Store
Cool SEER - MN,MN - RTUS < 5.42 tons,13,574,1,16,,3,,,0.489,298,357,690,0.439819005,357,0.488687783,,,,,690,0.439819005,357,0.488687783,298.0384615,150,MN1,MN3,Retail - Strip Mall,13,,,,DX Units < 5.42 Tons,,,0.47312,319.06,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.57353E+12,,,1,DX Units < 5.42 Tons,,0.44,357,0,1,0,Hennepin MN3,2019-08-14,Cool EER-SEER,2020-01-07,OID3997345-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,3,16,,5,,,3.054,1158,1785,3450,2.748868778,1785,3.054298643,,,,,3450,,1785,,1157.884615,750,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,2.95591,1239.83,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,750,0,0,,0,0,,FALSE,,,,3,,,3450,,0050B0000073UdSQAU,1.57443E+12,,,1,DX Units < 5.42 Tons,,2.749,1785,0,3,0,Hennepin MN3,2019-08-27,Cool EER-SEER,2020-01-07,OID3999522-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,16,,3.92,,,0.798,303,466.48,901.6,0.718371041,466.48,0.798190045,,,,,901.6,,466.48,,302.5938462,196,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.77204,324.41,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,0050B0000073UdSQAU,1.57443E+12,,,2,DX Units < 5.42 Tons,,0.718,466.48,0,1,0,Hennepin MN3,2019-08-27,Cool EER-SEER,2020-01-07,OID3999522-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,11.5,563,2,13,,7.83,,,0.743,1308,1284.12,5950.8,0.668490119,1158.84,0.742766798,,,,,5950.8,0.668490119,1284.12,0.742766798,1307.954176,783,MN1,MN3,Education - Secondary,11.5,,,,DX Units >= 5.42 Tons,,,0.72656,1401.18,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,783,0,0,,0,0,,FALSE,,,,2,,,5950.8,,005U0000000IUR7IAO,1.61048E+12,,,1,DX Units >= 5.42 Tons,,0.668,1284.12,0,2,0,Wright MN3,2020-08-07,,2021-05-12,OID3995833-0001,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,,563,1,14,,4,,,0.31,148,236,920,0.279250162,236,0.310277957,,,,,920,,236,,148.4835165,200,MN1,MN3,Education - Secondary,,,,,DX Units < 5.42 Tons,,,0.30346,158.54,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,200,0,0,,0,0,,FALSE,,,,1,,,920,,005U0000000IUR7IAO,1.61048E+12,,,2,DX Units < 5.42 Tons,,0.279,236,0,1,0,Wright MN3,2020-08-07,Cool EER-SEER,2021-05-12,OID3995833-0002,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,11.6,652,1,14,,3.92,,,0.202,169,231.28,901.6,0.181657045,231.28,0.201841161,,,,,901.6,0.181657045,231.28,0.201841161,168.5169231,196,MN1,MN3,Restaurant,11.6,,,,DX Units < 5.42 Tons,,,0.1957,180.94,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,005U0000000Krt0IAC,1.59171E+12,,,1,DX Units < 5.42 Tons,,0.182,231.28,0,1,0,Hennepin MN3,2019-07-17,Cool EER-SEER,2020-06-16,OID3997145-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,14,,2.25,,,0.175,66,132.75,517.5,0.157078216,132.75,0.174531351,,,,,517.5,,132.75,,66.16483516,112.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.16882,70.66,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,112.5,0,0,,0,0,,FALSE,,,,1,,,517.5,,0050B0000073UdSQAU,1.57444E+12,,,1,DX Units < 5.42 Tons,,0.157,132.75,0,1,0,Washington MN3,2019-09-19,Cool EER-SEER,2020-01-07,OID3996124-0001,Office-Low Rise (<25k SF 1-2 Story)
