F_Measure_Type_Name__c,F_Equipment_Name_Proposed__c,I_EER_MC04__c,P_Cooling_Hrs_mc4__c,i_Qty_Prop_Equip_mc__c,i_SEER_MC04__c,i_unit_cooling_BTUH__c,i_unit_cooling_tons_mc__c,County__c,Customer_Therms__c,Customer_kW__c,Customer_kWh__c,Electric_Rebate__c,F_COOL_SEER_Cost__c,F_COOL_SEER_MN_PCkW__c,F_COOL_SEER_MN_Rebate__c,F_COOL_SEER_MN_kW__c,F_Centrifugal_Chiller_PCkW__c,F_Centrifugal_Chiller_Rebate__c,F_Centrifugal_Chiller_kW__c,F_Centrifugal_Chiller_kWh__c,F_Cool_Cost_mc4__c,F_Cool_EER_SEER_MC_PCKW__c,F_Cool_EER_SEER_MC_Rebate__c,F_Cool_EER_SEER_MC_kW__c,F_Cool_EER_SEER_MC_kWh__c,F_Cool_FLV_IPLV_mc4_Rebate__c,F_County_Zone__c,F_County_to_Zone_MC4__c,F_Equip_Building_Type__c,F_MSHP_EER_Eff__c,F_MSHP_EER_Std__c,F_MSHP_Total_kWh__c,F_MSHP_Total_v3_kWh__c,F_Measure_Name__c,F_Mini_Split_Cool_PCkW__c,F_Mini_Split_Cooling_kW__c,F_Net_Gen_kW__c,F_Net_Gen_kWh__c,F_Net_Therms__c,F_Products_Name__c,F_Program_Name__c,F_VFD_Chiller_mc4_PCkW__c,F_VFD_Chiller_mc4_Rebate__c,F_VFD_Chiller_mc4_kW__c,F_VFD_Chiller_mc4_kWh__c,F_kAdj_Value__c,F_k_Adj_2012__c,F_k_Adj_2015__c,Gas_Rebate__c,I_AHRI__c,I_EER__c,I_Invoice_Cost__c,I_Mark_Seg__c,I_Qty_Prop_Equip__c,I_SEER_IEER__c,I_Unit_Tons__c,Increm_Electric_Capital_Cost__c,Increm_Gas_Capital_Cost__c,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,Line_Item_Number__c,Measure_Name__c,Online_Application_Measure__c,PC_kW_Customer__c,Uncapped_Electric_Rebate__c,Uncapped_Gas_Rebate__c,Units_Electric__c,Units_Gas__c,county__c,eo3__Completion_Date__c,eo3__Eligible_Equipment_Type_1__c,AF_Date__c,Name,i_Facility_Type__c
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.2,652,1,13,,12.17,,,1.552,1332,1472.57,2920.8,1.396557377,937.09,1.551730419,,,,,2920.8,1.396557377,1472.57,1.551730419,1331.721399,608.5,MN1,MN3,Restaurant,12.2,,,,DX Units >= 5.42 Tons,,,1.50065,1424.7,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,608.5,0,0,,0,0,,FALSE,,,,1,,,2920.8,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,1.397,1472.57,0,1,0,Hennepin MN3,2017-10-05,,2017-10-17,OID3167232-0001,Restaurant
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,589,1,13,,7.42,,,0.675,648,756.84,2819.6,0.607090909,549.08,0.674545455,,,,,2819.6,0.607090909,756.84,0.674545455,648.3530769,371,MN1,MN3,Manufacturing,12,,,,DX Units >= 5.42 Tons,,,0.65204,693.1,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,0.607,756.84,0,1,0,Hennepin MN3,2017-08-08,,2017-10-25,OID3172457-0001,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,13,865,1,15.6,,4.04,,,0.658,538,432.28,929.2,0.592289593,432.28,0.658099548,,,,,929.2,0.592289593,432.28,0.658099548,537.6307692,202,MN1,MN3,Health/Medical - Clinic,13,,,,DX Units < 5.42 Tons,,,0.63592,575.44,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,202,0,0,,0,0,,FALSE,,,,1,,,929.2,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.592,432.28,0,1,0,Washington MN3,2017-08-18,Cool EER-SEER,2017-10-11,OID3166955-0001,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,589,1,15.2,,4.79,,,0.603,377,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,376.9361538,239.5,MN1,MN3,Manufacturing,12.5,,,,DX Units < 5.42 Tons,,,0.58329,403.24,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000Kcn0IAC,1.50893E+12,,,2,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Hennepin MN3,2017-08-08,Cool EER-SEER,2017-10-25,OID3172457-0002,Manufacturing
Cool EER-SEER,MN - RTUS - 20 - 63.33 tons,11.7,589,1,12.7,,24.17,,,4.806,3804,2489.51,4568.13,4.3255573,1716.07,4.806174778,,,,,4568.13,4.3255573,2489.51,4.806174778,3804.453734,1208.5,MN1,MN3,Manufacturing,11.7,,,,DX Units >= 5.42 Tons,,,4.64696,4068.73,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1208.5,0,0,,0,0,,FALSE,,,,1,,,4568.13,,005U0000000HtWKIA0,1.50984E+12,,,1,DX Units >= 5.42 Tons,,4.326,2489.51,0,1,0,Hennepin MN3,2017-10-11,,2017-11-13,OID3165652-0001,Manufacturing
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.6,652,1,14.5,,7.42,,,1.028,1180,1268.82,2819.6,0.925090909,882.98,1.027878788,,,,,2819.6,0.925090909,1268.82,1.027878788,1179.670345,371,MN1,MN3,Restaurant,12.6,,,,DX Units >= 5.42 Tons,,,0.99363,1262.12,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,0.925,1268.82,0,1,0,Anoka MN3,2017-09-11,,2017-10-11,OID3165778-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,13,652,1,15,,5,Hennepin MN3,,0.814,401,445,1150,0.733031674,445,0.814479638,,,,,1150,0.733031674,445,0.814479638,401.2307692,250,MN3,MN3,Restaurant,13,,,,DX Units < 5.42 Tons,,,0.78738,428.91,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,a5Q0B00000027yBUAQ,0.733,445,0,1,0,Hennepin MN3,2017-09-05,Cool EER-SEER,2017-10-11,OID3166012-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,12.8,446,1,17.6,,4.08,,,0.606,439,681.36,938.4,0.545192308,681.36,0.605769231,,,,,938.4,0.545192308,681.36,0.605769231,439.0137063,204,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.8,,,,DX Units < 5.42 Tons,,,0.58544,469.55,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,204,0,0,,0,0,,FALSE,,,,1,,,938.4,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.545,681.36,0,1,0,Goodhue MN3,2017-07-21,Cool EER-SEER,2017-12-30,OID3166084-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,3,15.2,,4.79,,,1.81,1102,1365.15,3305.1,1.629206878,1365.15,1.810229864,,,,,3305.1,1.629206878,1365.15,1.810229864,1102.010283,718.5,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,1.74986,1178.69,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,718.5,0,0,,0,0,,FALSE,,,,3,,,3305.1,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,1.629,1365.15,0,3,0,Washington MN3,2017-08-18,Cool EER-SEER,2017-10-11,OID3166056-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.92,606,2,15.2,,1,,,0.314,162,190,460,0.282924506,190,0.314360562,,,,,460,0.282924506,190,0.314360562,161.9271255,100,MN1,MN2,Lodging,12.92,,,,DX Units < 5.42 Tons,,,0.3043,173.45,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,100,0,0,,0,0,,FALSE,,,,2,,,460,,005U0000001WI3MIAW,1.5494E+12,,,1,DX Units < 5.42 Tons,,0.283,190,0,2,0,Benton MN2,2018-11-01,Cool EER-SEER,2019-02-07,OID3249378-0001,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,,606,6,14,,5,,,2.327,1199,1770,6900,2.094376212,1770,2.32708468,,,,,6900,,1770,,1198.681319,1500,MN1,MN2,Lodging,,,,,DX Units < 5.42 Tons,,,2.25161,1283.73,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1500,0,0,,0,0,,FALSE,,,,6,,,6900,,005U0000001WI3MIAW,1.5494E+12,,,1,DX Units < 5.42 Tons,,2.094,1770,0,6,0,Benton MN2,2018-11-01,Cool EER-SEER,2019-02-07,OID3258704-0001,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,,606,4,14,,3,,,0.931,479,708,2760,0.837750485,708,0.930833872,,,,,2760,,708,,479.4725275,600,MN1,MN2,Lodging,,,,,DX Units < 5.42 Tons,,,0.90108,512.85,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,600,0,0,,0,0,,FALSE,,,,4,,,2760,,005U0000001WI3MIAW,1.5494E+12,,,2,DX Units < 5.42 Tons,,0.838,708,0,4,0,Benton MN2,2018-11-01,Cool EER-SEER,2019-02-07,OID3258704-0002,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,1,15,,3,,,0.378,212,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,211.9384615,150,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.36523,226.75,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.34,267,0,1,0,Ramsey MN3,2017-02-13,Cool EER-SEER,2017-10-11,OID3163772-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,11.7,865,1,14,,4.83,,,0.291,275,284.97,1110.9,0.262262443,284.97,0.291402715,,,,,1110.9,0.262262443,284.97,0.291402715,275.4692308,241.5,MN1,MN3,Health/Medical - Clinic,11.7,,,,DX Units < 5.42 Tons,,,0.28144,294.14,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,241.5,0,0,,0,0,,FALSE,,,,1,,,1110.9,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.262,284.97,0,1,0,Hennepin MN3,2017-09-27,Cool EER-SEER,2017-10-11,OID3164050-0001,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,12.2,865,1,14.5,,1.97,,,0.202,163,145.78,453.1,0.181495438,145.78,0.201661598,,,,,453.1,0.181495438,145.78,0.201661598,162.7209549,98.5,MN1,MN3,Health/Medical - Clinic,12.2,,,,DX Units < 5.42 Tons,,,0.19443,174.34,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,98.5,0,0,,0,0,,FALSE,,,,1,,,453.1,,005U0000000HtWKIA0,1.50857E+12,,,2,DX Units < 5.42 Tons,,0.181,145.78,0,1,0,Hennepin MN3,2017-09-27,Cool EER-SEER,2017-10-11,OID3164050-0002,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,446,1,15,,2.48,,,0.312,136,220.72,570.4,0.281171403,220.72,0.31241267,,,,,570.4,0.281171403,220.72,0.31241267,136.1329231,124,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units < 5.42 Tons,,,0.30185,145.46,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,124,0,0,,0,0,,FALSE,,,,1,,,570.4,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.281,220.72,0,1,0,Ramsey MN3,2017-07-28,Cool EER-SEER,2017-10-11,OID3164112-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,13,865,1,15.6,,4.04,,,0.658,538,432.28,929.2,0.592289593,432.28,0.658099548,,,,,929.2,0.592289593,432.28,0.658099548,537.6307692,202,MN1,MN3,Health/Medical - Clinic,13,,,,DX Units < 5.42 Tons,,,0.63656,576.02,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,202,0,0,,0,0,,FALSE,,,,1,,,929.2,,005U0000000HtWKIA0,1.51201E+12,,,1,DX Units < 5.42 Tons,,0.592,432.28,0,1,0,Washington MN3,2017-08-18,Cool EER-SEER,2017-11-28,OID3230994-0001,Health/Medical - Clinic
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12,446,1,13,,14.5,,,1.611,1085,1638.5,3480,1.45,1116.5,1.611111111,,,,,3480,1.45,1638.5,1.611111111,1085.370629,725,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,1.55758,1160.51,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,725,0,0,,0,0,,FALSE,,,,1,,,3480,,005U0000000HtWKIA0,1.50857E+12,,,3,DX Units >= 5.42 Tons,,1.45,1638.5,0,1,0,Anoka MN3,2017-10-03,,2017-10-09,OID3161076-0003,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13,,8.08,,,0.735,535,824.16,3070.4,0.661090909,597.92,0.734545455,,,,,3070.4,0.661090909,824.16,0.734545455,534.6118681,404,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.71004,572.23,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,404,0,0,,0,0,,FALSE,,,,1,,,3070.4,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,0.661,824.16,0,1,0,Anoka MN3,2017-10-03,,2017-10-09,OID3161076-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,3,15.2,,4.79,,,2.259,856,1365.15,3305.1,2.032812574,1365.15,2.258680638,,,,,3305.1,,1365.15,,856.26583,718.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,2.18384,915.57,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,718.5,0,0,,0,0,,FALSE,,,,3,,,3305.1,,005U0000000HtWKIA0,1.50857E+12,,,2,DX Units < 5.42 Tons,,2.033,1365.15,0,3,0,Anoka MN3,2017-10-03,Cool EER-SEER,2017-10-09,OID3161076-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.7,446,1,17.1,,5,,,0.705,494,760,1150,0.634909324,760,0.705454805,,,,,1150,0.634909324,760,0.705454805,493.5492578,250,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.7,,,,DX Units < 5.42 Tons,,,0.68006,532.61,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000Krt0IAC,1.51518E+12,,,1,DX Units < 5.42 Tons,,0.635,760,0,1,0,Hennepin MN3,2017-09-21,Cool EER-SEER,2018-02-15,OID3161333-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13,,6,,,0.545,397,612,2280,0.490909091,444,0.545454545,,,,,2280,0.490909091,612,0.545454545,396.989011,300,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.52743,424.63,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,300,0,0,,0,0,,FALSE,,,,1,,,2280,,005U0000000HtWKIA0,1.50924E+12,,,1,DX Units >= 5.42 Tons,,0.491,612,0,1,0,Ramsey MN3,2017-06-13,,2017-10-25,OID3160227-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13,,6,,,0.545,397,612,2280,0.490909091,444,0.545454545,,,,,2280,0.490909091,612,0.545454545,396.989011,300,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.52743,424.63,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,300,0,0,,0,0,,FALSE,,,,1,,,2280,,005U0000000HtWKIA0,1.50924E+12,,,1,DX Units >= 5.42 Tons,,0.491,612,0,1,0,Hennepin MN3,2017-07-17,,2017-11-01,OID3160223-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,652,1,15.2,,4.79,,,0.603,417,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,417.2536032,239.5,MN1,MN3,Restaurant,12.5,,,,DX Units < 5.42 Tons,,,0.58329,446.02,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Ramsey MN3,2017-09-20,Cool EER-SEER,2017-10-09,OID3160082-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,563,1,14,,3,,,0.378,111,177,690,0.340126697,177,0.377918552,,,,,690,0.340126697,177,0.377918552,111.3626374,150,MN1,MN3,Education - Secondary,12.5,,,,DX Units < 5.42 Tons,,,0.36523,118.72,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.34,177,0,1,0,Washington MN3,2017-08-10,Cool EER-SEER,2017-10-09,OID3160075-0001,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,652,1,15.2,,4.79,,,0.603,417,455.05,1101.7,0.543068959,455.05,0.603409955,,,,,1101.7,0.543068959,455.05,0.603409955,417.2536032,239.5,MN1,MN3,Restaurant,12.5,,,,DX Units < 5.42 Tons,,,0.58329,446.02,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.543,455.05,0,1,0,Hennepin MN3,2017-09-20,Cool EER-SEER,2017-10-09,OID3160344-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,1,15,,3,,,0.378,212,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,211.9384615,150,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.36523,226.75,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.34,267,0,1,0,Washington MN3,2017-09-21,Cool EER-SEER,2017-10-09,OID3160262-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.45,574,1,15.2,,4.79,,,0.585,367,455.05,1101.7,0.526448236,455.05,0.584942485,,,,,1101.7,0.526448236,455.05,0.584942485,367.3367611,239.5,MN1,MN3,Retail - Strip Mall,12.45,,,,DX Units < 5.42 Tons,,,0.56503,392.54,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,239.5,0,0,,0,0,,FALSE,,,,1,,,1101.7,,005U0000000HtWKIA0,1.50857E+12,,,2,DX Units < 5.42 Tons,,0.526,455.05,0,1,0,Washington MN3,2017-09-21,Cool EER-SEER,2017-10-09,OID3160262-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,1,15,,3,,,0.378,212,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,211.9384615,150,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.36523,226.75,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.50924E+12,,,1,DX Units < 5.42 Tons,,0.34,267,0,1,0,Ramsey MN3,2017-08-22,Cool EER-SEER,2017-11-01,OID3160232-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,652,1,15,,3,,,0.378,241,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,240.7384615,150,MN1,MN3,Restaurant,12.5,,,,DX Units < 5.42 Tons,,,0.36523,257.77,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000Krt0IAC,1.50956E+12,,,1,DX Units < 5.42 Tons,,0.34,267,0,1,0,Hennepin MN3,2017-06-19,Cool EER-SEER,2017-11-02,OID3160220-0001,Restaurant
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,574,1,15,,3,,,0.378,212,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,211.9384615,150,MN1,MN3,Retail - Strip Mall,12.5,,,,DX Units < 5.42 Tons,,,0.36523,226.75,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,150,0,0,,0,0,,FALSE,,,,1,,,690,,005U0000000HtWKIA0,1.50924E+12,,,1,DX Units < 5.42 Tons,,0.34,267,0,1,0,Hennepin MN3,2017-08-07,Cool EER-SEER,2017-10-25,OID3160229-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12,563,1,14.1,,5,,,0.43,203,310,1150,0.386877828,310,0.429864253,,,,,1150,0.386877828,310,0.429864253,202.7168576,250,MN1,MN3,Education - Secondary,12,,,,DX Units < 5.42 Tons,,,0.41571,217.13,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.50924E+12,,,1,DX Units < 5.42 Tons,,0.387,310,0,1,0,Hennepin MN3,2017-07-24,Cool EER-SEER,2017-11-01,OID3160225-0001,Education - Secondary
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.2,589,1,13.9,,12.17,,,1.552,1631,1801.16,2920.8,1.396557377,1265.68,1.551730419,,,,,2920.8,1.396557377,1801.16,1.551730419,1631.464513,608.5,MN1,MN3,Manufacturing,12.2,,,,DX Units >= 5.42 Tons,,,1.50065,1744.51,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,608.5,0,0,,0,0,,FALSE,,,,1,,,2920.8,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,1.397,1801.16,0,1,0,Ramsey MN3,2017-09-08,,2017-10-09,OID3150069-0001,Manufacturing
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,563,2,12.6,,9.25,,,1.682,1240,1665,7030,1.513636364,1147,1.681818182,,,,,7030,1.513636364,1665,1.681818182,1239.940476,925,MN1,MN3,Education - Secondary,12,,,,DX Units >= 5.42 Tons,,,1.62633,1326.3,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,925,0,0,,0,0,,FALSE,,,,2,,,7030,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,1.514,1665,0,2,0,Hennepin MN3,2017-08-30,,2017-10-09,OID3152601-0001,Education - Secondary
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,446,1,13,,7.42,,,0.675,491,756.84,2819.6,0.607090909,549.08,0.674545455,,,,,2819.6,0.607090909,756.84,0.674545455,490.9430769,371,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12,,,,DX Units >= 5.42 Tons,,,0.65204,525.17,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,371,0,0,,0,0,,FALSE,,,,1,,,2819.6,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,0.607,756.84,0,1,0,Hennepin MN3,2017-09-15,,2017-10-09,OID3154006-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,652,1,13,,9.83,,,0.894,951,1002.66,3735.4,0.804272727,727.42,0.893636364,,,,,3735.4,0.804272727,1002.66,0.893636364,950.8094505,491.5,MN1,MN3,Restaurant,12,,,,DX Units >= 5.42 Tons,,,0.86452,1018.2,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,491.5,0,0,,0,0,,FALSE,,,,1,,,3735.4,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units >= 5.42 Tons,,0.804,1002.66,0,1,0,Anoka MN3,2017-07-12,,2017-09-27,OID3152443-0001,Restaurant
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.4,446,2,14.7,,9.42,,,2.32,2144,3183.96,7159.2,2.088422287,2355,2.320469208,,,,,7159.2,2.088422287,3183.96,2.320469208,2143.530612,942,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),12.4,,,,DX Units >= 5.42 Tons,,,2.24516,2424.05,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,942,0,0,,0,0,,FALSE,,,,2,,,7159.2,,005U0000000HtWKIA0,1.53197E+12,,,1,DX Units >= 5.42 Tons,,2.088,3183.96,0,2,0,Hennepin MN3,2017-09-15,,2018-08-06,OID3351622-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,13,865,1,15.6,,4.04,,,0.658,538,432.28,929.2,0.592289593,432.28,0.658099548,,,,,929.2,0.592289593,432.28,0.658099548,537.6307692,202,MN1,MN3,Health/Medical - Clinic,13,,,,DX Units < 5.42 Tons,,,0.63592,575.44,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,202,0,0,,0,0,,FALSE,,,,1,,,929.2,,005U0000000HtWKIA0,1.50857E+12,,,1,DX Units < 5.42 Tons,,0.592,432.28,0,1,0,Washington MN3,2017-08-18,Cool EER-SEER,2017-10-11,OID3167295-0001,Health/Medical - Clinic
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,4,14.1,,5,,,1.719,827,1240,4600,1.547511312,1240,1.719457014,,,,,4600,1.547511312,1240,1.719457014,826.710311,1000,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,1.66285,884.55,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,1000,0,0,,0,0,,FALSE,,,,4,,,4600,,005U0000001VA36IAG,1.51024E+12,,,1,DX Units < 5.42 Tons,,1.548,1240,0,4,0,Washington MN3,2017-09-07,Cool EER-SEER,2017-11-10,OID3152589-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,4,14,,4,,,1.376,606,944,3680,1.23800905,944,1.375565611,,,,,3680,1.23800905,944,1.375565611,605.5384615,800,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,1.32985,648.17,0,MN - Cooling Efficiency - Prescriptive,Cooling - MN,0,800,0,0,,0,0,,FALSE,,,,4,,,3680,,005U0000000HtWKIA0,1.50924E+12,,,2,DX Units < 5.42 Tons,,1.238,944,0,4,0,Washington MN3,2017-09-07,Cool EER-SEER,2017-11-10,OID3152589-0002,Retail - Strip Mall
