,AHRI Certified Reference Number,Model Status,Manufacturer,Model Number,Indoor Unit Model Number,AHRI Type,unit cooling BTUH,Equipment EER,Equipment SEER/IEER,Full Load Indoor Coil Air Quantity (scfm)
167,202067536,Active,american standard,"WSC090H(3,4,W)*(G,K,N)A",,HSP-A,90000.0,11.1,12.2,2625.0
168,202067538,Active,american standard,"WSC092H(3,4,W)*0A",,HSP-A,93000.0,11.3,12.4,3000.0
169,202067540,Active,trane,"WSC092H(3,4,W)*0A***6",,HSP-A,93000.0,11.3,13.4,3000.0
170,202067541,Active,trane,"WSC092H(3,4,W)*(G,K,N)A***6",,HSP-A,93000.0,11.3,13.4,3000.0
171,202067542,Active,american standard,"WSC092H(3,4,W)*0A***6",,HSP-A,93000.0,11.3,13.4,3000.0
172,202067543,Active,american standard,"WSC092H(3,4,W)*(G,K,N)A***6",,HSP-A,93000.0,11.3,13.4,3000.0
173,202067544,Active,trane,"WSC092H(3,4,W)*0A***7",,HSP-A,93000.0,11.3,12.9,3000.0
174,202067545,Active,trane,"WSC092H(3,4,W)*(G,K,N)A***7",,HSP-A,93000.0,11.3,12.9,3000.0
175,202067546,Active,american standard,"WSC092H(3,4,W)*0A***7",,HSP-A,93000.0,11.3,12.9,3000.0
176,202067547,Active,american standard,"WSC092H(3,4,W)*(G,K,N)A***7",,HSP-A,93000.0,11.3,12.9,3000.0
177,202075431,Active,lennox,"KCA092H4M*2Y,G,J",,SP-A,90000.0,12.7,14.0,2800.0
178,202088399,Active,lennox,"LGH072H4B**Y,G,J",,SPY-A,72000.0,12.0,13.5,1920.0
179,202088400,Active,lennox,"KHA072S4B**Y,G,J",,HSP-A,69000.0,11.0,12.2,2060.0
182,202088939,Active,lennox,"LCH072H4B**Y,G,J",,SP-A,72000.0,12.0,13.5,1920.0
183,202088940,Active,lennox,"LGH420S4V**Y,G,J",,SPY-A,410000.0,10.0,13.0,14000.0
184,202088941,Active,lennox,"LCH420S4V**Y,G,J",,SP-A,410000.0,10.0,13.2,14000.0
185,202088942,Active,lennox,"LGH480H4V**Y,G,J",,SPY-A,470000.0,10.8,14.0,14000.0
186,202088943,Active,lennox,"LCH480H4V**Y,G,J",,SP-A,470000.0,10.8,14.0,14000.0
187,202088944,Active,lennox,"LCH600S4V**Y,G,J",,SP-A,565000.0,10.0,13.2,16000.0
188,202088945,Active,lennox,"LGH600S4V**Y,G,J",,SPY-A,565000.0,9.8,13.2,16000.0
192,202088949,Active,lennox,"KCA120H4B*1Y,G,J",,SP-A,118000.0,12.2,13.2,3600.0
193,202088950,Active,lennox,"KGA120H4B*1Y,G,J",,SPY-A,118000.0,12.0,13.0,3600.0
194,202088951,Active,lennox,"KHA092S4M*1Y,G,J",,HSP-A,89000.0,11.0,12.5,3000.0
195,202088952,Active,lennox,"KHA102S4M*1Y,G,J",,HSP-A,100000.0,11.0,12.5,3400.0
196,202088953,Active,lennox,"KHA120S4M*1Y,G,J",,HSP-A,118000.0,11.0,12.5,3600.0
197,202088954,Active,lennox,"KHA150S4M*1Y,G,J",,HSP-A,138000.0,10.6,12.0,4500.0
